,premise,hypothesis,label
261940,건설은 1999년에 시작되었다,건설의 시작은 1999년에 일어났다.,entailment
266999,건설은 1999년에 시작되었다,건설은 5년 동안 계속되었다.,neutral
51388,게다가 납세자들에게 1년에 2만 5천 달러를 지불하는 것도 그 사람을 가둬두기 위해서야,그 남자를 30년 동안 감옥에 가두는 것은 많은 돈이 들었다.,neutral
119396,게다가 납세자들에게 1년에 2만 5천 달러를 지불하는 것도 그 사람을 가둬두기 위해서야,그 남자를 감옥에 가두는 것은 그들에게 돈을 벌고 있었다.,contradiction
245589,게다가 납세자들에게 1년에 2만 5천 달러를 지불하는 것도 그 사람을 가둬두기 위해서야,그 남자를 감옥에 넣는 것은 많은 돈이 들었다.,entailment
50736,24항은 누구에게나 충분하다,누구도 24선을 넘어서는 안 된다.,neutral
201477,24항은 누구에게나 충분하다,24번의 임기는 어느 누구에게도 충분하지 않다.,contradiction
331684,24항은 누구에게나 충분하다,24개의 임기는 누구에게나 충분하다.,entailment
1981,부작용이 얼마나 심했는지,부정적인 부작용만 있었다.,neutral
49320,부작용이 얼마나 심했는지,부정적인 부작용은 어느 정도까지인가?,entailment
310728,부작용이 얼마나 심했는지,부작용은 없었다.,contradiction
16076,슬레이트 코렐의 워드퍼펙트를 설치한 후 나는 심지어 리눅스의 리눅스에 이 칼럼을 쓸 수 있었다,WordPerfect는 최고의 워드 프로세싱 소프트웨어이다.,neutral
174969,슬레이트 코렐의 워드퍼펙트를 설치한 후 나는 심지어 리눅스의 리눅스에 이 칼럼을 쓸 수 있었다,WordPerfect는 필체를 돕는다.,contradiction
323666,슬레이트 코렐의 워드퍼펙트를 설치한 후 나는 심지어 리눅스의 리눅스에 이 칼럼을 쓸 수 있었다,WordPerfect는 컴퓨터 프로그램이다.,entailment
104499,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,"이곳은 대부분 퀸 스트리트에서 북쪽으로 가는 주거지로, 직선 도로뿐만 아니라 많은 교통 서클을 설치한다.",entailment
169569,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,퀸 스트리트 북쪽은 문화에 맞게 개조가 필요한 매우 부유한 지역이다.,neutral
263767,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,퀸 스트리트에서 북쪽으로 가는 대부분 주거 지역이 있다.,entailment
309845,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,퀸 스트리트 근처에는 주거지가 없다.,contradiction
338302,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,퀸 스트리트 북쪽에는 주거지가 없다.,contradiction
368999,이곳은 퀸 스트리트에서 북쪽으로 뻗어 있는 주로 주거지역으로 직선 도로뿐만 아니라 다수의 교통원원을 통합할 것이다,퀸 스트리트에서 북쪽으로 가는 주택가는 넓다.,neutral
52507,그리고 당신은 정말 고품질의 치료를 위해 돈을 지불하고 있었다,당신은 매우 양질의 치료를 위한 지불 때문에 결국 가난에 빠졌다.,neutral
142355,그리고 당신은 정말 고품질의 치료를 위해 돈을 지불하고 있었다,당신이 받은 최고의 치료비를 지불했어요.,entailment
375132,그리고 당신은 정말 고품질의 치료를 위해 돈을 지불하고 있었다,당신은 큰 보살핌을 받을 수 없었다.,contradiction
313501,나는 그레이던에서 밤늦게 거리를 걷고 있었다,나는 밤새 잠을 자고 오후에 산책을 했다.,contradiction
376466,나는 그레이던에서 밤늦게 거리를 걷고 있었다,나는 밤늦게 산책을 나갔다.,entailment
51012,커피에 버번도 있어,커피가 튀었다.,entailment
213350,커피에 버번도 있어,커피는 평범하다.,contradiction
373932,커피에 버번도 있어,버번은 고품질이다.,neutral
67779,그때는 나만을 위해서야,이것은 모두를 위한 것입니다.,contradiction
130102,그때는 나만을 위해서야,우유 한 잔은 나만을 위한 것이다.,neutral
334043,그때는 나만을 위해서야,이건 나만을 위한 거야.,entailment
53816,이사회는 현재 천연자원에 대한 기준을 다루기 위한 적극적인 프로젝트를 가지고 있다,천연자원을 다루는 이사회의 프로젝트는 없다.,contradiction
154757,이사회는 현재 천연자원에 대한 기준을 다루기 위한 적극적인 프로젝트를 가지고 있다,그 이사회는 천연자원에 대한 기준이 아닌 다른 프로젝트를 가지고 있다.,neutral
298044,이사회는 현재 천연자원에 대한 기준을 다루기 위한 적극적인 프로젝트를 가지고 있다,천연자원의 기준은 이사회에서 논의되고 있다.,entailment
108300,그들은 향상된 프로그램 운영에 대한 필요성을 정의하고 전달했을 뿐만 아니라 가장 중요한 것은 조직 문화를 재정의했습니다,조직의 문화는 궁극적으로 그들에 의해 재정립되었다.,entailment
229993,그들은 향상된 프로그램 운영에 대한 필요성을 정의하고 전달했을 뿐만 아니라 가장 중요한 것은 조직 문화를 재정의했습니다,경영진은 프로그램 운영을 개선한 결과에 만족했다.,neutral
370129,그들은 향상된 프로그램 운영에 대한 필요성을 정의하고 전달했을 뿐만 아니라 가장 중요한 것은 조직 문화를 재정의했습니다,문화의 재정의는 프로세스 개선으로 인한 효율성 증가보다 덜 중요했습니다.,contradiction
248464,그래서 나는 그때까지 처녀로 남을 것이다,나는 처녀가 아니었다.,contradiction
308955,그래서 나는 그때까지 처녀로 남을 것이다,나는 결혼할 때까지 처녀로 지낼 것이다.,neutral
343675,그래서 나는 그때까지 처녀로 남을 것이다,나는 그날까지 처녀로 남을 것이다.,entailment
99605,아내와 나는 최근에 둘째 아이 아들을 낳았다,"우리는 네 번째 아기, 한 소녀를 낳았다.",contradiction
192026,아내와 나는 최근에 둘째 아이 아들을 낳았다,우리는 방금 아담이라는 이름의 아기를 낳았다.,neutral
294144,아내와 나는 최근에 둘째 아이 아들을 낳았다,우리는 방금 아기를 낳았다.,entailment
62556,첫째 아헴가정관리의 문제가 있다,먼저 우리는 가사에 대해 이야기해야 한다.,entailment
142264,첫째 아헴가정관리의 문제가 있다,먼저 우리는 호텔에서의 하우스키핑에 대해 이야기해야 한다.,neutral
173005,첫째 아헴가정관리의 문제가 있다,먼저 계산대에 대해 얘기해야 합니다.,contradiction
240848,전쟁의 먼지가 가라앉았을 때 시대에 그들의 흔적을 남긴 것은 눈부신 문화적 업적이었다,사람들이 전쟁 대신 문화로 눈을 돌리면서 갈등은 결국 중단되었다.,neutral
273833,전쟁의 먼지가 가라앉았을 때 시대에 그들의 흔적을 남긴 것은 눈부신 문화적 업적이었다,그 시기에 벌어진 전쟁은 잠재적인 문화적 업적을 망쳤다.,contradiction
343012,전쟁의 먼지가 가라앉았을 때 시대에 그들의 흔적을 남긴 것은 눈부신 문화적 업적이었다,그 시기는 인상적인 문화적 업적으로 특징지어졌다.,entailment
113531,지금까지 그것은 모두 평범한 항해였다,지금까지는 순조로운 승차감이었다,entailment
350626,지금까지 그것은 모두 평범한 항해였다,지금까지는 모두 평범한 항해였지만 곧 폭풍이 올 것으로 예상되었다.,neutral
362447,지금까지 그것은 모두 평범한 항해였다,지금까지는 힘든 출발이었다,contradiction
274156,안타깝게도 그들은 처음에 그를 죽이지 않았다,그들이 첫 번째 기회를 잡았을 때 그를 죽이지 않은 것은 유감스러운 일이다.,entailment
372682,안타깝게도 그들은 처음에 그를 죽이지 않았다,나는 그들이 그를 처음 죽였을 때 기뻐.,contradiction
374769,안타깝게도 그들은 처음에 그를 죽이지 않았다,기회가 있었을 때 그를 목이 잘리지 않은 것은 유감이다.,neutral
21764,로버트 마게의 작품이고 우리가 작업할 때 사용하는 작품이야 기독교 서점처럼 찾을 수 있을 거야,로버트 마게가 쓴 모든 것은 사실상 기독교 선전이다.,neutral
160255,로버트 마게의 작품이고 우리가 작업할 때 사용하는 작품이야 기독교 서점처럼 찾을 수 있을 거야,로버트 마게는 기독교 서점에서 진열대에 있는 어떤 것에 더 가까운 책을 썼다.,entailment
38714,그들은 일종의 새끼 고양이와 같습니다,그들은 새끼 고양이와 같은 크기입니다.,neutral
264208,그들은 일종의 새끼 고양이와 같습니다,그들은 새끼 고양이와 비슷하다.,entailment
368391,그들은 일종의 새끼 고양이와 같습니다,그들은 고양이와는 완전히 다르다.,contradiction
127221,내가 말하고 있는 것은 내가 이상한 시간을 일한다는 것이었고 항상 내가 잠을 잘 때쯤에는 전화기가 벽에서 눈물을 흘렸다,그들은 이상한 시간을 일한다.,entailment
130478,내가 말하고 있는 것은 내가 이상한 시간을 일한다는 것이었고 항상 내가 잠을 잘 때쯤에는 전화기가 벽에서 눈물을 흘렸다,그들은 종종 교대 근무를 한다.,neutral
152980,내가 말하고 있는 것은 내가 이상한 시간을 일한다는 것이었고 항상 내가 잠을 잘 때쯤에는 전화기가 벽에서 눈물을 흘렸다,그들은 정규 영업시간을 일한다.,contradiction
590,아니 난 케이프 코드에 없어 로드아일랜드에서 5분 거리에 있어,나는 케이프 코드가 아니라 로드아일랜드에서 5분 정도 떨어져 있다.,entailment
162437,아니 난 케이프 코드에 없어 로드아일랜드에서 5분 거리에 있어,로드아일랜드에서 15분 정도 떨어져 있어 케이프 코드에 있어,contradiction
381295,아니 난 케이프 코드에 없어 로드아일랜드에서 5분 거리에 있어,나는 케이프 코드에 살았지만 모든 물고기 냄새를 맡는 것에 질렸다.,neutral
135725,눈에 띄는 것들,반짝이지 않는 것들.,contradiction
170627,눈에 띄는 것들,반짝이는 것들.,entailment
383509,눈에 띄는 것들,글리터.,neutral
84300,사당 근처에 요요기 공원이 있다,요요기 공원은 사당에서 바로 길 건너편에 위치해 있다.,contradiction
216478,사당 근처에 요요기 공원이 있다,요요기 공원에서 사당까지 1분 안에 걸어갈 수 있다.,neutral
368940,사당 근처에 요요기 공원이 있다,요요지 공원은 사당 옆에 위치해 있습니다.,entailment
3085,귀중한 물 공급이 있는 비옥한 계곡은 도시와 해변의 더위로부터 시원하고 향기로운 휴식을 제공한다,비옥한 계곡은 더위로부터 어떤 구제도 제공할 수 없다.,contradiction
175002,귀중한 물 공급이 있는 비옥한 계곡은 도시와 해변의 더위로부터 시원하고 향기로운 휴식을 제공한다,계곡의 일부 급수에 의해 열로부터의 구제를 완화할 수 있다.,entailment
